id,state_alpha,statistic_description,production_practice_description,domain_category_description,naics_description,year,coefficient_of_variance,value
559,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,6.1,122384000
596,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,9.6,16329000
677,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,6.3,98914000
796,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,12,146054000
835,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,22.8,8886000
871,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,11.6,137168000
907,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,14.6,42540000
944,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,10.6,94628000
982,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,6.1,22863000
1045,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,11.3,10353000
1136,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,18.9,9174000
1184,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,20.3,8517000
1231,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,43.7,285000
1352,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,20.7,8232000
1396,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,30,69000
1428,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,45.9,82000
1468,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,81.9,38000
1536,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,44.8,30000
1593,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,64.6,85000
1680,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,20.1,376000
1714,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,84.1,4000
1739,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,48.7,126000
1783,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,43.9,246000
1830,MA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,5.7,382915000
20,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,2.4,487375000
70,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,3.4,154313000
119,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,2.8,563182000
169,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,2.3,933150000
217,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,2.6,618469000
257,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,8.7,101493000
297,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,35,4931000
329,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,3.3,240490000
376,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,9.2,271555000
418,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,4.6,47974000
513,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,8.2,18749000
558,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,8.2,18749000
595,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,6.4,5856000
676,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,13.3,392000
756,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,10.6,9664000
795,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,3.4,206476000
834,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,3.4,23465000
870,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,3.5,183010000
981,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,6.9,41483000
1011,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11191),,2012,40.1,796000
1044,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,11.4,17709000
1086,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,5.9,22978000
1135,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,7.5,117407000
1183,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,6.3,52060000
1230,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,33.3,7366000
1351,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,5,44694000
1395,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,6.2,486000
1427,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,9.6,62415000
1467,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,87,56000
1496,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,10.2,60006000
1592,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,16.6,51000
1782,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,19.6,2043000
1829,MD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,2.3,1050557000
19,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,4.2,274180000
69,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,11.7,58633000
118,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,11.2,199672000
168,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,6.6,458674000
216,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,32.6,4140000
417,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,5,220621000
454,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,5.9,178804000
481,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,9.3,41817000
512,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,3.5,112900000
557,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,3.5,112900000
594,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,6.8,12379000
675,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,3.1,98930000
794,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,12.7,73502000
943,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,15.7,24419000
980,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,32.2,47511000
1043,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,26.5,23182000
1085,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,37.9,24330000
1134,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,6.6,15178000
1182,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,6.5,14515000
1229,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,48.5,1423000
1275,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,48.7,1403000
1312,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,39.2,20000
1350,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,5,13092000
1394,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,70.7,38000
1466,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,73.7,1000
1679,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,22.7,480000
1713,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,81,1000
1762,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11293),,2012,53.2,1000
1781,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,23.9,446000
1828,ME,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,6.5,473852000
22,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,1.7,2277057000
72,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,8.6,575998000
121,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,1.8,3229380000
171,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,1.5,5141136000
219,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,1.5,3420907000
258,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,2.6,393542000
298,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,14.1,13055000
330,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,1.4,1644333000
377,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,2,1360028000
420,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,3.6,454089000
455,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,2.7,187395000
482,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,5.4,266694000
515,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,7.9,249887000
560,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,7.9,249887000
626,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,12,15557000
656,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111333),Strawberry Farming,2012,13.3,909000
710,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,22.5,1291000
731,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111336),Fruit and Tree Nut Combination Farming,2012,20.2,575000
797,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,5.5,754585000
836,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,36.6,3210000
872,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,5.6,751375000
908,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,12.3,248680000
945,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,4.5,502695000
983,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,5.4,261667000
1046,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,4,60209000
1087,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,7.7,201459000
1137,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,2.5,365301000
1185,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,3.1,274884000
1232,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,9.6,89840000
1276,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,9.6,46908000
1313,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,13.9,42932000
1353,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,1.9,185044000
1397,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,3.1,64303000
1429,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,19.2,13576000
1469,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,33,4258000
1515,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11233),,2012,29.9,7154000
1560,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,25.1,1311000
1594,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,29.5,1160000
1629,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11242),,2012,18.6,151000
1654,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1125),,2012,87.2,6000
1681,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,3.9,11220000
1784,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,4.3,10346000
1831,MI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,1.5,5506437000
23,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,1,1475335000
73,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,2.8,159755000
122,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,2.8,12403875000
172,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,2.5,12848913000
220,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,2.4,11741078000
259,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,6.3,811451000
299,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,8.7,134587000
331,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,7.1,7969403000
378,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,8.6,2784499000
421,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,2.8,253941000
516,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,10.9,16613000
561,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,10.9,16613000
597,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,11.5,11624000
627,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,20.6,1695000
657,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111333),Strawberry Farming,2012,28.9,1082000
678,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,55.1,865000
711,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,61.9,96000
798,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,3.9,214456000
837,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,2.4,11825000
873,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,4.1,202631000
909,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,5.2,89246000
946,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,3.5,113385000
984,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,6.8,622826000
1047,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,7.5,69359000
1088,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,7.9,553466000
1138,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,3.6,1030297000
1186,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,10.5,530741000
1233,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,21.9,219236000
1277,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,13.9,117283000
1314,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,31.4,101953000
1354,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,3.4,311505000
1398,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,2.1,368817000
1430,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,3.6,57391000
1470,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,28.8,7765000
1497,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,15.3,6793000
1516,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11233),,2012,0.8,33606000
1537,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,5,9227000
1595,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,26,1801000
1682,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,20.9,71151000
1715,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,11.1,83000
1740,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,23.4,234000
1785,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,21.1,70834000
1832,MN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,2.5,13879211000
25,MO,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,1.4,1632636000
75,MO,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,3.6,249994000
124,MO,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,1,2934317000
174,MO,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,1,4310002000
222,MO,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,0.9,3769915000
261,MO,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,1,1406104000
